,id,member_id,ctime,note,ip_address,appcomponent,module,controller,do,lang_key,member_name
4747,4886,1,1406995125,Deleted Member(s): Otavio,5.228.90.213,members,ajax,members,do_delete,,
4748,4887,1,1406995132,Deleted Member(s): leonaS,5.228.90.213,members,ajax,members,do_delete,,
4749,4888,1,1406995139,Deleted Member(s): lckr1991,5.228.90.213,members,ajax,members,do_delete,,
4750,4889,1,1406995146,Deleted Member(s): Lupin,5.228.90.213,members,ajax,members,do_delete,,
4751,4890,1,1406995169,Deleted Member(s): VictoryorNothing,5.228.90.213,members,ajax,members,do_delete,,
4752,4891,1,1406995202,Deleted Member(s): PapaSharpe,5.228.90.213,members,ajax,members,do_delete,,
4753,4892,1,1406995258,Deleted Member(s): Polybius,5.228.90.213,members,ajax,members,do_delete,,
4754,4893,1,1406995273,Deleted Member(s): Septimus,5.228.90.213,members,ajax,members,do_delete,,
4755,4894,1,1406995291,Deleted Member(s): RedAngel,5.228.90.213,members,ajax,members,do_delete,,
4756,4895,1,1406995311,Deleted Member(s): Mr Vinyard,5.228.90.213,members,ajax,members,do_delete,,
4757,4896,1,1406995346,Deleted Member(s): Liquid Ben,5.228.90.213,members,ajax,members,do_delete,,
4758,4897,1,1406995360,Deleted Member(s): SSPirate,5.228.90.213,members,ajax,members,do_delete,,
4759,4898,1,1406995377,Deleted Member(s): The Critic,5.228.90.213,members,ajax,members,do_delete,,
4760,4899,1,1406995395,Deleted Member(s): eddy,5.228.90.213,members,ajax,members,do_delete,,
4761,4900,1,1406995448,Deleted Member(s): BritishRevolution,5.228.90.213,members,ajax,members,do_delete,,
4762,4901,1,1406995464,Deleted Member(s): Nat-Alt-Australia,5.228.90.213,members,ajax,members,do_delete,,
4763,4902,1,1406995480,Deleted Member(s): Frost Bummer,5.228.90.213,members,ajax,members,do_delete,,
4764,4903,1,1406995500,Deleted Member(s): KaiserWolf,5.228.90.213,members,ajax,members,do_delete,,
4765,4904,1,1406995511,Deleted Member(s): Chites,5.228.90.213,members,ajax,members,do_delete,,
4766,4905,1,1406995524,Deleted Member(s): RangerNugget,5.228.90.213,members,ajax,members,do_delete,,
4767,4906,1,1406995535,Deleted Member(s): RTM5700,5.228.90.213,members,ajax,members,do_delete,,
4768,4907,1,1406995547,Deleted Member(s): WaffenSS,5.228.90.213,members,ajax,members,do_delete,,
4769,4908,1,1406995566,Deleted Member(s): Robert Black,5.228.90.213,members,ajax,members,do_delete,,
4770,4909,1,1406995582,Deleted Member(s): Fascist steel,5.228.90.213,members,ajax,members,do_delete,,
4771,4910,1,1406995598,Deleted Member(s): OscillatingMotley,5.228.90.213,members,ajax,members,do_delete,,
4772,4911,1,1406995608,Deleted Member(s): AlbertSakas,5.228.90.213,members,ajax,members,do_delete,,
4773,4912,1,1406995630,Deleted Member(s): Gre,5.228.90.213,members,ajax,members,do_delete,,
4774,4913,1,1406995642,Deleted Member(s): Markovich,5.228.90.213,members,ajax,members,do_delete,,
4775,4914,1,1406995652,Deleted Member(s): ENikolai,5.228.90.213,members,ajax,members,do_delete,,
4776,4915,1,1406995662,Deleted Member(s): Nacht_und_Nebel,5.228.90.213,members,ajax,members,do_delete,,
4777,4916,1,1406995673,Deleted Member(s): Jensen,5.228.90.213,members,ajax,members,do_delete,,
4778,4917,1,1406995681,Deleted Member(s): Andika,5.228.90.213,members,ajax,members,do_delete,,
4779,4918,1,1406995689,Deleted Member(s): ChaSovnik,5.228.90.213,members,ajax,members,do_delete,,
4780,4919,1,1406995706,Deleted Member(s): drosl,5.228.90.213,members,ajax,members,do_delete,,
4781,4920,1,1406995727,Deleted Member(s): Noco,5.228.90.213,members,ajax,members,do_delete,,
4782,4921,1,1406995740,Deleted Member(s): Algiz Inverted,5.228.90.213,members,ajax,members,do_delete,,
4783,4922,1,1406995748,Deleted Member(s): JAURP9016,5.228.90.213,members,ajax,members,do_delete,,
4784,4923,1,1406995758,Deleted Member(s): Freikorps,5.228.90.213,members,ajax,members,do_delete,,
4785,4924,1,1406995767,Deleted Member(s): Ludwiggy,5.228.90.213,members,ajax,members,do_delete,,
4786,4925,1,1406995779,Deleted Member(s): UberlegeneEvangelium,5.228.90.213,members,ajax,members,do_delete,,
4787,4926,1,1406995794,Deleted Member(s): canadianloyalist123,5.228.90.213,members,ajax,members,do_delete,,
4788,4927,1,1406995802,Deleted Member(s): axxxarova,5.228.90.213,members,ajax,members,do_delete,,
4789,4928,1,1406995819,Deleted Member(s): Laumudreki,5.228.90.213,members,ajax,members,do_delete,,
4790,4929,1,1406995846,Deleted Member(s): Speaker48,5.228.90.213,members,ajax,members,do_delete,,
4791,4930,1,1406995856,Deleted Member(s): aljgpa,5.228.90.213,members,ajax,members,do_delete,,
4792,4931,1,1406995868,Deleted Member(s): Theudisk,5.228.90.213,members,ajax,members,do_delete,,
4793,4932,1,1406995888,Deleted Member(s): MagnaImperium,5.228.90.213,members,ajax,members,do_delete,,
4794,4933,1,1406995904,Deleted Member(s): Solar,5.228.90.213,members,ajax,members,do_delete,,
4795,4934,1,1406995925,Deleted Member(s): Leon the Apostate,5.228.90.213,members,ajax,members,do_delete,,
4796,4935,1,1406995937,Deleted Member(s): Franko,5.228.90.213,members,ajax,members,do_delete,,
4797,4936,1,1406995947,Deleted Member(s): hud_3728,5.228.90.213,members,ajax,members,do_delete,,
4798,4937,1,1406995958,Deleted Member(s): Little Barbarian,5.228.90.213,members,ajax,members,do_delete,,
4799,4938,1,1406995974,Deleted Member(s): theprice,5.228.90.213,members,ajax,members,do_delete,,
4800,4939,1,1406995984,Deleted Member(s): Randolph,5.228.90.213,members,ajax,members,do_delete,,
4801,4940,1,1406995992,Deleted Member(s): odora,5.228.90.213,members,ajax,members,do_delete,,
4802,4941,1,1406996006,Deleted Member(s): P. Łomień,5.228.90.213,members,ajax,members,do_delete,,
4803,4942,1,1406996018,Deleted Member(s): OrthodoxRat,5.228.90.213,members,ajax,members,do_delete,,
4804,4943,1,1406996031,Deleted Member(s): BrosefStalin,5.228.90.213,members,ajax,members,do_delete,,
4805,4944,1,1406996049,Deleted Member(s): Devonus,5.228.90.213,members,ajax,members,do_delete,,
4806,4945,1,1406996059,Deleted Member(s): settlbae,5.228.90.213,members,ajax,members,do_delete,,
4807,4946,1,1406996071,Deleted Member(s): ih8Tran,5.228.90.213,members,ajax,members,do_delete,,
4808,4947,1,1406996089,Deleted Member(s): ceridwen,5.228.90.213,members,ajax,members,do_delete,,
4809,4948,1,1406996111,Deleted Member(s): l_n,5.228.90.213,members,ajax,members,do_delete,,
4810,4949,1,1406996125,Deleted Member(s): SpenglersGhost,5.228.90.213,members,ajax,members,do_delete,,
4811,4950,1,1406996139,Deleted Member(s): OneLife90,5.228.90.213,members,ajax,members,do_delete,,
4812,4951,1,1406996151,Deleted Member(s): Pslam,5.228.90.213,members,ajax,members,do_delete,,
4813,4952,1,1406996160,Deleted Member(s): Vehmgericht,5.228.90.213,members,ajax,members,do_delete,,
4814,4953,1,1406996168,Deleted Member(s): Haole,5.228.90.213,members,ajax,members,do_delete,,
4815,4954,1,1406996178,Deleted Member(s): thebyrds1995,5.228.90.213,members,ajax,members,do_delete,,
4816,4955,1,1406996186,Deleted Member(s): 14AryanWarriorPrincess88,5.228.90.213,members,ajax,members,do_delete,,
4817,4956,1,1406996204,Deleted Member(s): landkreuzer,5.228.90.213,members,ajax,members,do_delete,,
4818,4957,1,1406996216,Deleted Member(s): Eva Peron,5.228.90.213,members,ajax,members,do_delete,,
4819,4958,1,1406996230,Deleted Member(s): shammyshanks,5.228.90.213,members,ajax,members,do_delete,,
4820,4959,1,1406996249,Deleted Member(s): Florian_Geyer81,5.228.90.213,members,ajax,members,do_delete,,
4821,4960,1,1406996268,Deleted Member(s): LL Harc,5.228.90.213,members,ajax,members,do_delete,,
4822,4961,1,1406996289,Deleted Member(s): Krit,5.228.90.213,members,ajax,members,do_delete,,
4823,4962,1,1407020933,Edited Member 'Emperor Romanov' account,5.228.90.213,members,members,members,member_edit,,
4824,4963,1,1407088195,1 Member Registration Approved: GenericNationalism,5.228.90.213,members,ajax,members,do_validating,,
4825,4964,1,1407088267,Unsuspended Member Vladimir,5.228.90.213,members,members,members,unsuspend,,
4826,4965,1,1407176695,1 Member Registration Approved: Specialist,5.228.90.213,members,ajax,members,do_validating,,
4827,4966,1,1407176722,1 Member Registration Approved: americanofascismo,5.228.90.213,members,ajax,members,do_validating,,
4828,4967,1,1407176731,Deleted Member(s): kqrdzlpvcf,5.228.90.213,members,ajax,members,do_delete,,
4829,4968,1,1407176733,Deleted Member(s): kybotrksvx,5.228.90.213,members,ajax,members,do_delete,,
4830,4969,1,1407176736,Deleted Member(s): LVhcXDmuot,5.228.90.213,members,ajax,members,do_delete,,
4831,4970,1,1407382444,1 Member Registration Approved: HueyTlatoani Eztlizuma,5.228.90.213,members,ajax,members,do_validating,,
4832,4971,1,1407437608,1 Member Registration Approved: SirLaumudreki,5.228.90.213,members,ajax,members,do_validating,,
4833,4972,1,1408258205,"1 Member Registration Approved: Kayluri, Kayluri",5.228.94.112,members,ajax,members,do_validating,,
4834,4973,1,1408258221,1 Member Registration Approved: Cercle-Proudhon,5.228.94.112,members,ajax,members,do_validating,,
4835,4974,1,1408258238,1 Member Registration Approved: Iron_Youth,5.228.94.112,members,ajax,members,do_validating,,
4836,4975,1,1408258255,1 Member Registration Approved: Old_Sarum,5.228.94.112,members,ajax,members,do_validating,,
4837,4976,1,1408258274,1 Member Registration Approved: A Sorelian Myth,5.228.94.112,members,ajax,members,do_validating,,
4838,4977,1,1408258288,1 Member Registration Approved: Mikester,5.228.94.112,members,ajax,members,do_validating,,
4839,4978,1,1408258303,1 Member Registration Approved: Yuthura Ban,5.228.94.112,members,ajax,members,do_validating,,
4840,4979,1,1408258319,Deleted Member(s): Georgetota,5.228.94.112,members,ajax,members,do_delete,,
4841,4980,1,1408258322,Deleted Member(s): niwv3vfd,5.228.94.112,members,ajax,members,do_delete,,
4842,4981,1,1408703669,1 Member Registration Approved: Markoslav,5.228.94.112,members,ajax,members,do_validating,,
4843,4982,1,1408703688,1 Member Registration Approved: LN_,5.228.94.112,members,ajax,members,do_validating,,
4844,4983,1,1408703704,1 Member Registration Approved: God-Emperor Putin,5.228.94.112,members,ajax,members,do_validating,,
4845,4984,1,1408703723,1 Member Registration Approved: hero_dollfuss,5.228.94.112,members,ajax,members,do_validating,,
4846,4985,1,1408901614,1 Member Registration Approved: Valvar,5.228.94.112,members,ajax,members,do_validating,,
4847,4986,1,1408901632,1 Member Registration Approved: NazbolAdam,5.228.94.112,members,ajax,members,do_validating,,
4848,4987,1,1408901650,1 Member Registration Approved: Joey,5.228.94.112,members,ajax,members,do_validating,,
4849,4988,1,1408901662,1 Member Registration Approved: ÆngliscPride,5.228.94.112,members,ajax,members,do_validating,,
4850,4989,1,1408901670,Deleted Member(s): kmiebywklp,5.228.94.112,members,ajax,members,do_delete,,
4851,4990,1,1408901674,Deleted Member(s): mdjhaualja,5.228.94.112,members,ajax,members,do_delete,,
4852,4991,1,1408901677,Deleted Member(s): dIzLpGtKrG,5.228.94.112,members,ajax,members,do_delete,,
4853,4992,1,1408901755,Deleted Member(s): Yuthura Ban,5.228.94.112,members,ajax,members,do_delete,,
4854,4993,1,1408901762,Deleted Member(s): Mikester,5.228.94.112,members,ajax,members,do_delete,,
4855,4994,1,1408901774,Deleted Member(s): Cercle-Proudhon,5.228.94.112,members,ajax,members,do_delete,,
4856,4995,1,1408901781,Deleted Member(s): Kayluri,5.228.94.112,members,ajax,members,do_delete,,
4857,4996,1,1408901799,Deleted Member(s): Specialist,5.228.94.112,members,ajax,members,do_delete,,
4858,4997,1,1408901811,Deleted Member(s): Germanic Crusader,5.228.94.112,members,ajax,members,do_delete,,
4859,4998,1,1408901826,Deleted Member(s): kristofhartmann,5.228.94.112,members,ajax,members,do_delete,,
4860,4999,1,1408901846,Deleted Member(s): KeinMitleid,5.228.94.112,members,ajax,members,do_delete,,
4861,5000,1,1408901849,Deleted Member(s): SS-Kaizer,5.228.94.112,members,ajax,members,do_delete,,
4862,5001,1,1408901859,Deleted Member(s): American Union of Fascists,5.228.94.112,members,ajax,members,do_delete,,
4863,5002,1,1408901886,Deleted Member(s): reignofkemer,5.228.94.112,members,ajax,members,do_delete,,
4864,5003,1,1408901890,Deleted Member(s): FascistCanadian92,5.228.94.112,members,ajax,members,do_delete,,
4865,5004,1,1408901900,Deleted Member(s): LoneWolf,5.228.94.112,members,ajax,members,do_delete,,
4866,5005,1,1408901919,Deleted Member(s): Aryannations_major,5.228.94.112,members,ajax,members,do_delete,,
4867,5006,1,1408901927,Deleted Member(s): persona,5.228.94.112,members,ajax,members,do_delete,,
4868,5007,1,1408901934,Deleted Member(s): ShlomoGoldbergstein,5.228.94.112,members,ajax,members,do_delete,,
4869,5008,1,1408901941,Deleted Member(s): Chimera,5.228.94.112,members,ajax,members,do_delete,,
4870,5009,1,1408901948,Deleted Member(s): democlese,5.228.94.112,members,ajax,members,do_delete,,
4871,5010,1,1408901956,Deleted Member(s): ColoradoPride,5.228.94.112,members,ajax,members,do_delete,,
4872,5011,1,1409164878,1 Member Registration Approved: SchwarzeSonne89,5.228.94.112,members,ajax,members,do_validating,,
4873,5012,1,1409164895,1 Member Registration Approved: persona,5.228.94.112,members,ajax,members,do_validating,,
4874,5013,1,1409242650,Deleted Member(s): ixlymcnbvaxm,5.228.94.112,members,ajax,members,do_delete,,
4875,5014,1,1409320303,1 Member Registration Approved: ComradeNiclas,5.228.94.112,members,ajax,members,do_validating,,
4876,5015,1,1409320305,1 Member Registration Approved: gotterdammerung,5.228.94.112,members,ajax,members,do_validating,,
4877,5016,1,1409387414,Deleted Member(s): hero_dollfuss,5.228.94.112,members,ajax,members,do_delete,,
4878,5017,1,1409387441,Deleted Member(s): LN_,5.228.94.112,members,ajax,members,do_delete,,
4879,5018,1,1409387448,Deleted Member(s): Markoslav,5.228.94.112,members,ajax,members,do_delete,,
4880,5019,1,1409572613,1 Member Registration Denied: julioqa18,5.228.94.112,members,ajax,members,do_validating,,
4881,5020,1,1409760233,Forum 'IM Outdoors Club' created,5.228.94.112,forums,forums,forums,donew,,
4882,5021,1,1409819236,1 Member Registration Approved: Tazhel,5.228.94.112,members,ajax,members,do_validating,,
4883,5022,1,1409819249,Deleted Member(s): oantoniovut,5.228.94.112,members,ajax,members,do_delete,,
4884,5023,1,1409819353,Deleted Member(s): Apis,5.228.94.112,members,ajax,members,do_delete,,
4885,5024,1,1409819396,Deleted Member(s): gotterdammerung,5.228.94.112,members,ajax,members,do_delete,,
4886,5025,1,1409819404,Deleted Member(s): persona,5.228.94.112,members,ajax,members,do_delete,,
4887,5026,1,1409819411,Deleted Member(s): SchwarzeSonne89,5.228.94.112,members,ajax,members,do_delete,,
4888,5027,1,1409819419,Deleted Member(s): Joey,5.228.94.112,members,ajax,members,do_delete,,
4889,5028,1,1409819425,Deleted Member(s): NazbolAdam,5.228.94.112,members,ajax,members,do_delete,,
4890,5029,1,1409854713,1 Member Registration Approved: ClassicalThirdPositionist,5.228.94.112,members,ajax,members,do_validating,,
4891,5030,1,1409862704,Edited Member 'ClassicalThirdPositionist' account,5.228.94.112,members,members,members,member_edit,,
4892,5031,1,1409864864,Edited Member 'Punisher_14_88' account,5.228.94.112,members,members,members,member_edit,,
4893,5032,1,1409864877,Edited Member 'Emperor Romanov' account,5.228.94.112,members,members,members,member_edit,,
4894,5033,1,1409940560,1 Member Registration Approved: Apis,5.228.94.112,members,ajax,members,do_validating,,
4895,5034,1,1410068853,1 Member Registration Approved: Schutzstaffel,5.228.94.112,members,ajax,members,do_validating,,
4896,5035,1,1410068870,"1 Member Registration Approved: NazbolAdam, NazbolAdam",5.228.94.112,members,ajax,members,do_validating,,
4897,5036,1,1410108446,Forum 'Trenches' created,5.228.94.112,forums,forums,forums,donew,,
4898,5037,1,1410108505,Removed forum: 'Trenches',5.228.94.112,forums,forums,forums,dodelete,,
4899,5038,1,1410108990,Forum 'Trenches'  edited,5.228.94.112,forums,forums,forums,doedit,,
4900,5039,1,1410109986,Forum 'The Trenches'  edited,5.228.94.112,forums,forums,forums,doedit,,
4901,5040,1,1410110173,Forum 'The Trenches'  edited,5.228.94.112,forums,forums,forums,doedit,,
4902,5041,1,1410110259,Forum 'Adminship Center'  edited,5.228.94.112,forums,forums,forums,doedit,,
4903,5042,1,1410113797,Forum 'The Trenches'  edited,5.228.94.112,forums,forums,forums,doedit,,
4904,5043,1,1410113842,Forum 'Adminship Center'  edited,5.228.94.112,forums,forums,forums,doedit,,
4905,5044,1,1410113858,Forum 'Adminship Center'  edited,5.228.94.112,forums,forums,forums,doedit,,
4906,5045,1,1410113913,Emptied forum 'Announcements and Charter' of all posts,5.228.94.112,forums,forums,forums,doempty,,
4907,5046,1,1410113921,Removed forum: 'Announcements and Charter',5.228.94.112,forums,forums,forums,dodelete,,
4908,5047,1,1410114008,Forum access permissions edited in Adminship Center,5.228.94.112,forums,forums,forums,pdoedit,,
4909,5048,1,1410116541,Forum 'Cancer'  edited,5.228.94.112,forums,forums,forums,doedit,,
4910,5049,1,1410118385,Forum 'The Trenches'  edited,5.228.94.112,forums,forums,forums,doedit,,
4911,5050,1,1410151903,1 Member Registration Approved: Greg_Johnson,5.228.94.112,members,ajax,members,do_validating,,
4912,5051,1,1410153908,1 Member Registration Approved: splattenburgers,5.228.94.112,members,ajax,members,do_validating,,
4913,5052,1,1410153952,Deleted Member(s): ComradeNiclas,5.228.94.112,members,ajax,members,do_delete,,
4914,5053,1,1410286336,1 Member Registration Approved: Serdtse,5.228.94.112,members,ajax,members,do_validating,,
4915,5054,1,1410286350,1 Member Registration Approved: sureves,5.228.94.112,members,ajax,members,do_validating,,
4916,5055,1,1410291364,Forum 'Wastelands'  edited,5.228.94.112,forums,forums,forums,doedit,,
4917,5056,1,1410429323,1 Member Registration Approved: Duch,5.228.94.112,members,ajax,members,do_validating,,
4918,5057,1,1410429339,1 Member Registration Approved: NwEnglishBlackshirt,5.228.94.112,members,ajax,members,do_validating,,
4919,5058,1,1410429353,1 Member Registration Approved: Nietzschean89,5.228.94.112,members,ajax,members,do_validating,,
4920,5059,1,1410429370,1 Member Registration Approved: Hungaria,5.228.94.112,members,ajax,members,do_validating,,
4921,5060,1,1410429379,Deleted Member(s): uxosjounkwdr,5.228.94.112,members,ajax,members,do_delete,,
4922,5061,1,1410554815,1 Member Registration Approved: OTAVIO BARATA RAINHO NEVES,5.228.94.112,members,ajax,members,do_validating,,
4923,5062,1,1410554850,Forum 'The Bar'  edited,5.228.94.112,forums,forums,forums,doedit,,
4924,5063,1,1410554913,Forum 'Wastelands'  edited,5.228.94.112,forums,forums,forums,doedit,,
4925,5064,7,1410715061,1 Member Registration Approved: Fascism=Fun,91.125.204.107,members,ajax,members,do_validating,,
4926,5065,1,1410733086,Deleted Member(s): Robertnah,5.228.94.112,members,ajax,members,do_delete,,
4927,5066,1,1410733090,Deleted Member(s): Josephbic,5.228.94.112,members,ajax,members,do_delete,,
4928,5067,1,1410733094,Deleted Member(s): rpuaoaxszkoh,5.228.94.112,members,ajax,members,do_delete,,
4929,5068,1,1410980968,1 Member Registration Denied: Adrint,5.228.94.112,members,ajax,members,do_validating,,
4930,5069,1,1410980972,1 Member Registration Approved: Modrick,5.228.94.112,members,ajax,members,do_validating,,
4931,5070,1,1410980975,1 Member Registration Approved: Siegfried8852,5.228.94.112,members,ajax,members,do_validating,,
4932,5071,1,1410980979,1 Member Registration Approved: Shoah,5.228.94.112,members,ajax,members,do_validating,,
4933,5072,1,1410980981,1 Member Registration Approved: theconny13,5.228.94.112,members,ajax,members,do_validating,,
4934,5073,1,1410981003,Deleted Member(s): ManuelMl,5.228.94.112,members,ajax,members,do_delete,,
4935,5074,1,1410981006,Deleted Member(s): qq6rwchu,5.228.94.112,members,ajax,members,do_delete,,
4936,5075,1,1410981024,Deleted Member(s): DressirovkaNex,5.228.94.112,members,ajax,members,do_delete,,
4937,5076,1,1410981026,Deleted Member(s): Breendatsrcu,5.228.94.112,members,ajax,members,do_delete,,
4938,5077,1,1410981027,Deleted Member(s): Georgejoro,5.228.94.112,members,ajax,members,do_delete,,
4939,5078,1,1410981031,Deleted Member(s): oyzegutahryn,5.228.94.112,members,ajax,members,do_delete,,
4940,5079,1,1410981033,Deleted Member(s): xebfbcjfjpsz,5.228.94.112,members,ajax,members,do_delete,,
4941,5080,1,1410981036,Deleted Member(s): IsraelWes,5.228.94.112,members,ajax,members,do_delete,,
4942,5081,1,1411020616,1 Member Registration Approved: TheYoungFascist,5.228.94.112,members,ajax,members,do_validating,,
4943,5082,1,1411020645,1 Member Registration Approved: Lonewolf Apollo,5.228.94.112,members,ajax,members,do_validating,,
4944,5083,1,1411061051,Deleted Member(s): uidzsumrszpe,5.228.94.112,members,ajax,members,do_delete,,
4945,5084,1,1411164682,1 Member Registration Approved: Ethiopian Monarchist,5.228.94.112,members,ajax,members,do_validating,,
4946,5085,1,1411164685,1 Member Registration Approved: Rusty Shackleford.,5.228.94.112,members,ajax,members,do_validating,,
4947,5086,1,1411164687,1 Member Registration Approved: Uberuntermensch,5.228.94.112,members,ajax,members,do_validating,,
4948,5087,1,1411164690,1 Member Registration Approved: Sturmabteilungsmann,5.228.94.112,members,ajax,members,do_validating,,
4949,5088,1,1411164692,1 Member Registration Approved: Warsie,5.228.94.112,members,ajax,members,do_validating,,
4950,5089,1,1411164701,Deleted Member(s): cheubihoxfic,5.228.94.112,members,ajax,members,do_delete,,
4951,5090,1,1411164704,Deleted Member(s): vuwxlkrxpopc,5.228.94.112,members,ajax,members,do_delete,,
4952,5091,1,1411226445,Deleted Member(s): mvwtvuwafpcg,83.149.8.23,members,ajax,members,do_delete,,
4953,5092,1,1411226449,Deleted Member(s): qhpuwtqnzgnc,83.149.8.23,members,ajax,members,do_delete,,
4954,5093,1,1411226451,Deleted Member(s): AngelaPn,83.149.8.23,members,ajax,members,do_delete,,
4955,5094,1,1411227410,Edited Member 'mononobe' account,83.149.8.93,members,members,members,member_edit,,
4956,5095,1,1411330833,1 Member Registration Approved: Agora D,5.228.94.112,members,ajax,members,do_validating,,
4957,5096,1,1411330837,1 Member Registration Approved: snickerpicker,5.228.94.112,members,ajax,members,do_validating,,
4958,5097,1,1411478320,1 Member Registration Approved: Finska Lejonet,5.228.94.112,members,ajax,members,do_validating,,
4959,5098,1,1411478336,1 Member Registration Denied: opheliary2,5.228.94.112,members,ajax,members,do_validating,,
4960,5099,1,1411478368,1 Member Registration Denied: salvadoroe4,5.228.94.112,members,ajax,members,do_validating,,
4961,5100,1,1411478375,Deleted Member(s): yzzznmzdpezc,5.228.94.112,members,ajax,members,do_delete,,
4962,5101,1,1411478402,Deleted Member(s): snickerpicker,5.228.94.112,members,ajax,members,do_delete,,
4963,5102,1,1411478482,Deleted Member(s): theconny13,5.228.94.112,members,ajax,members,do_delete,,
4964,5103,1,1411478496,Deleted Member(s): Shoah,5.228.94.112,members,ajax,members,do_delete,,
4965,5104,1,1411478505,Deleted Member(s): OTAVIO BARATA RAINHO NEVES,5.228.94.112,members,ajax,members,do_delete,,
4966,5105,1,1411478514,Deleted Member(s): Nietzschean89,5.228.94.112,members,ajax,members,do_delete,,
4967,5106,1,1411478520,Deleted Member(s): Duch,5.228.94.112,members,ajax,members,do_delete,,
4968,5107,1,1411478545,Deleted Member(s): Greg_Johnson,5.228.94.112,members,ajax,members,do_delete,,
4969,5108,1,1411478554,Deleted Member(s): NazbolAdam,5.228.94.112,members,ajax,members,do_delete,,
4970,5109,1,1411478630,Deleted Member(s): Modrick,5.228.94.112,members,ajax,members,do_delete,,
4971,5110,1,1411675878,1 Member Registration Approved: Adolf Shitler,5.228.94.112,members,ajax,members,do_validating,,
4972,5111,1,1411675892,1 Member Registration Approved: AmericanFascist,5.228.94.112,members,ajax,members,do_validating,,
4973,5112,1,1411675910,1 Member Registration Approved: Tiberius Claudius,5.228.94.112,members,ajax,members,do_validating,,
4974,5113,1,1411675924,1 Member Registration Approved: NorthumbrianWisa,5.228.94.112,members,ajax,members,do_validating,,
4975,5114,1,1411675931,Deleted Member(s): OPnoYSiria,5.228.94.112,members,ajax,members,do_delete,,
4976,5115,1,1411675934,Deleted Member(s): winifredxj69,5.228.94.112,members,ajax,members,do_delete,,
4977,5116,1,1411675936,Deleted Member(s): colleenbk16,5.228.94.112,members,ajax,members,do_delete,,
4978,5117,1,1411675939,Deleted Member(s): emebydtjrjgi,5.228.94.112,members,ajax,members,do_delete,,
4979,5118,1,1411675939,Deleted Member(s): courtneyij4,5.228.94.112,members,ajax,members,do_delete,,
4980,5119,1,1411675940,Deleted Member(s): EdwardEl,5.228.94.112,members,ajax,members,do_delete,,
4981,5120,1,1411675942,Deleted Member(s): DobsonLimi,5.228.94.112,members,ajax,members,do_delete,,
4982,5121,1,1411675944,Deleted Member(s): MilkSn,5.228.94.112,members,ajax,members,do_delete,,
4983,5122,1,1411675944,Deleted Member(s): rhodatk3,5.228.94.112,members,ajax,members,do_delete,,
4984,5123,1,1411675947,Deleted Member(s): nfetqcxdbqjm,5.228.94.112,members,ajax,members,do_delete,,
4985,5124,1,1411675950,Deleted Member(s): ysluuwwefpsr,5.228.94.112,members,ajax,members,do_delete,,
4986,5125,1,1411675951,Deleted Member(s): QuintinMah,5.228.94.112,members,ajax,members,do_delete,,
4987,5126,1,1411675957,Deleted Member(s): margaritayp2,5.228.94.112,members,ajax,members,do_delete,,
4988,5127,1,1411746381,Deleted Member(s): cgtp3wle,5.228.94.112,members,ajax,members,do_delete,,
4989,5128,1,1411759403,1 Member Registration Approved: EnglishNationalSocialist,5.228.94.112,members,ajax,members,do_validating,,
4990,5129,1,1411759409,Deleted Member(s): jlirwgcmcoqf,5.228.94.112,members,ajax,members,do_delete,,
4991,5130,1,1411760585,Forum 'Apparel' created,5.228.94.112,forums,forums,forums,donew,,
4992,5131,1,1411760715,Forum 'Articles' created,5.228.94.112,forums,forums,forums,donew,,
4993,5132,1,1411849309,1 Member Registration Approved: Jeffels,5.228.94.112,members,ajax,members,do_validating,,
4994,5133,1,1411849342,1 Member Registration Approved: PSG,5.228.94.112,members,ajax,members,do_validating,,
4995,5134,1,1411849348,Deleted Member(s): cyydiclfpjiz,5.228.94.112,members,ajax,members,do_delete,,
4996,5135,1,1411849352,Deleted Member(s): xcxtuvmcutxd,5.228.94.112,members,ajax,members,do_delete,,
4997,5136,1,1412064081,1 Member Registration Approved: Raskolnikov1817,5.228.94.112,members,ajax,members,do_validating,,
4998,5137,1,1412064096,1 Member Registration Approved: BananaManatee,5.228.94.112,members,ajax,members,do_validating,,
4999,5138,1,1412064108,1 Member Registration Approved: slashash,5.228.94.112,members,ajax,members,do_validating,,
5000,5139,1,1412064124,1 Member Registration Approved: Celestia,5.228.94.112,members,ajax,members,do_validating,,
5001,5140,1,1412064137,Deleted Member(s): LHvhSUvsde,5.228.94.112,members,ajax,members,do_delete,,
5002,5141,1,1412064138,Deleted Member(s): sgbqmdlvxvaz,5.228.94.112,members,ajax,members,do_delete,,
5003,5142,1,1412064140,Deleted Member(s): bcmxszolscem,5.228.94.112,members,ajax,members,do_delete,,
5004,5143,1,1412064140,Deleted Member(s): rowenahf2,5.228.94.112,members,ajax,members,do_delete,,
5005,5144,1,1412064149,Deleted Member(s): CurtisKes,5.228.94.112,members,ajax,members,do_delete,,
5006,5145,1,1412171882,1 Member Registration Approved: Patriot,5.228.94.112,members,ajax,members,do_validating,,
5007,5146,1,1412171900,1 Member Registration Denied: jeanninefv16,5.228.94.112,members,ajax,members,do_validating,,
5008,5147,1,1412171906,Deleted Member(s): htmzydunizzq,5.228.94.112,members,ajax,members,do_delete,,
